ID,SEXO,EDAD,GRADO_INSTRUCCION,TIPO_CARGO,EXPERIENCIA,GERENCIA,CREDIBILIDAD,RESPETO,IMPARCIALIDAD,ORGULLO,CAMARADERIA,GENERAL,TARGET,SCORE_SENTIMENT
374,Masculino,2.0,2.0,0.0,1.0,Operaciones,4.375,4.366666667,3.958333333,4.6111111110000005,4.7,5.0,PROMOTOR,0.8962
375,Femenino,3.0,0.0,0.0,2.0,Operaciones,3.28125,3.166666667,2.375,4.0,3.85,4.0,DETRACTOR,0.91
377,Femenino,1.0,1.0,0.0,1.0,Operaciones,4.15625,4.733333333,4.791666667,4.722222222,4.85,5.0,PROMOTOR,0.786
378,Femenino,3.0,3.0,0.0,0.0,Operaciones,4.59375,4.7,4.083333333,4.444444444,4.35,5.0,PROMOTOR,0.707
379,Femenino,1.0,1.0,0.0,1.0,Operaciones,3.28125,3.1,2.958333333,2.888888889,3.1,4.0,DETRACTOR,0.3896
381,Masculino,1.0,3.0,0.0,0.0,Operaciones,4.75,4.566666667,4.916666667,4.6111111110000005,4.5,5.0,PROMOTOR,0.4938
382,Masculino,2.0,2.0,0.0,0.0,Operaciones,3.90625,4.2,3.875,3.777777778,4.8,5.0,PROMOTOR,0.4546
385,Masculino,0.0,2.0,0.0,1.0,Operaciones,4.4375,4.4,4.333333333,4.6111111110000005,4.5,5.0,PROMOTOR,0.1204
386,Masculino,1.0,1.0,0.0,1.0,Operaciones,4.3125,4.466666667,4.0,4.444444444,4.5,4.0,PROMOTOR,0.6636
387,Femenino,1.0,1.0,0.0,0.0,Operaciones,4.625,4.266666667,4.208333333,4.555555556,4.45,4.5,PROMOTOR,0.8414
388,Masculino,1.0,2.0,0.0,1.0,Operaciones,3.6875,3.733333333,3.583333333,4.1111111110000005,4.25,5.0,PROMOTOR,0.8985
390,Femenino,3.0,1.0,0.0,4.0,Operaciones,3.875,3.866666667,3.916666667,4.333333333,4.1,5.0,PROMOTOR,0.7062
391,Masculino,1.0,0.0,0.0,0.0,Operaciones,2.8125,3.5333333330000003,2.875,3.833333333,3.4,3.5,DETRACTOR,0.4166
395,Masculino,2.0,1.0,0.0,3.0,Operaciones,3.125,2.9,2.875,3.222222222,3.1,4.0,DETRACTOR,0.2307
396,Femenino,2.0,2.0,0.0,2.0,Operaciones,3.84375,3.833333333,4.166666667,4.333333333,4.05,5.0,PROMOTOR,0.7719
399,Femenino,2.0,3.0,3.0,3.0,Operaciones,4.71875,4.166666667,4.708333333,4.666666667,4.55,4.5,PROMOTOR,0.9644
400,Masculino,2.0,3.0,3.0,3.0,Operaciones,4.4375,4.366666667,4.416666667,4.166666667,4.45,5.0,PROMOTOR,0.3007
401,Femenino,2.0,1.0,4.0,4.0,Operaciones,4.6875,4.833333333,4.916666667,4.777777778,4.8,5.0,PROMOTOR,0.4561
402,Masculino,2.0,2.0,4.0,3.0,Operaciones,4.4375,4.633333333,4.333333333,4.277777778,4.65,5.0,PROMOTOR,0.7139
403,Femenino,2.0,1.0,4.0,1.0,Operaciones,4.09375,3.833333333,4.166666667,4.333333333,4.1,5.0,PROMOTOR,0.4312
404,Femenino,3.0,3.0,4.0,4.0,Operaciones,4.625,4.3,3.5,5.0,5.0,5.0,PROMOTOR,0.6735
405,Femenino,2.0,0.0,4.0,3.0,Operaciones,5.0,4.966666667,4.958333333,5.0,5.0,5.0,PROMOTOR,0.6993
406,Femenino,2.0,1.0,4.0,4.0,Operaciones,4.5625,4.533333333,4.541666667,4.666666667,4.5,5.0,PROMOTOR,0.9254
408,Femenino,2.0,1.0,4.0,3.0,Operaciones,4.1875,3.9666666669999997,4.375,4.833333333,4.0,5.0,PROMOTOR,0.4411
413,Masculino,1.0,2.0,4.0,0.0,Operaciones,4.53125,4.3,4.666666667,4.666666667,4.3,4.0,PROMOTOR,0.9483
415,Femenino,3.0,2.0,4.0,2.0,Operaciones,4.8125,4.233333333,4.625,4.555555556,4.8,5.0,PROMOTOR,0.6001
417,Femenino,2.0,0.0,4.0,4.0,Operaciones,4.3125,4.2,4.333333333,4.5,4.6,5.0,PROMOTOR,0.2317
420,Masculino,4.0,4.0,4.0,3.0,Operaciones,4.21875,4.4,4.208333333,4.722222222,4.65,5.0,PROMOTOR,0.9772
422,Masculino,2.0,0.0,4.0,1.0,Operaciones,4.78125,5.0,4.583333333,4.833333333,4.95,5.0,PROMOTOR,0.6881
423,Masculino,4.0,2.0,4.0,5.0,Operaciones,3.75,4.1,4.291666667,4.333333333,4.15,5.0,PROMOTOR,0.9254
424,Masculino,1.0,1.0,2.0,0.0,Operaciones,4.03125,4.2,3.916666667,4.222222222,3.8,4.5,PROMOTOR,0.4553
425,Masculino,4.0,2.0,2.0,4.0,Operaciones,2.84375,2.933333333,2.041666667,3.666666667,2.75,5.0,DETRACTOR,0.031
426,Masculino,2.0,0.0,2.0,1.0,Operaciones,3.6875,4.533333333,4.0,3.888888889,3.8,5.0,PROMOTOR,0.4292
428,Masculino,2.0,0.0,2.0,3.0,Operaciones,4.0625,4.3,4.208333333,4.333333333,4.35,4.5,PROMOTOR,0.224
429,Masculino,2.0,2.0,2.0,0.0,Operaciones,4.09375,4.5,4.958333333,4.8888888889999995,4.55,5.0,PROMOTOR,0.8227
430,Masculino,2.0,1.0,2.0,0.0,Operaciones,4.9375,4.766666667,4.833333333,4.833333333,4.85,5.0,PROMOTOR,0.1492
431,Masculino,3.0,2.0,2.0,2.0,Operaciones,3.96875,4.266666667,4.0,4.1111111110000005,3.95,5.0,PROMOTOR,0.5136
432,Masculino,1.0,1.0,2.0,1.0,Operaciones,2.8125,2.933333333,2.583333333,3.722222222,3.35,3.5,DETRACTOR,0.0681
434,Masculino,0.0,0.0,2.0,1.0,Operaciones,4.09375,4.0,4.208333333,4.333333333,4.15,5.0,PROMOTOR,0.707
435,Masculino,2.0,2.0,2.0,3.0,Operaciones,4.34375,4.333333333,4.291666667,4.722222222,4.45,4.5,PROMOTOR,0.2484
438,Masculino,2.0,0.0,2.0,1.0,Operaciones,4.4375,3.766666667,4.25,4.3888888889999995,3.85,5.0,PROMOTOR,0.0846
441,Masculino,2.0,0.0,2.0,0.0,Operaciones,4.78125,4.733333333,4.833333333,4.666666667,4.75,5.0,PROMOTOR,0.4944
442,Masculino,3.0,1.0,2.0,2.0,Operaciones,4.125,3.833333333,3.75,4.444444444,4.3,5.0,PROMOTOR,0.7268
443,Masculino,3.0,0.0,2.0,3.0,Operaciones,3.71875,3.866666667,3.791666667,4.1111111110000005,3.9,5.0,PROMOTOR,0.7462
445,Masculino,2.0,2.0,2.0,1.0,Operaciones,4.3125,4.233333333,4.416666667,4.944444444,4.75,5.0,PROMOTOR,0.8836
448,Masculino,1.0,0.0,2.0,0.0,Operaciones,3.84375,3.8,4.041666667,4.5,4.05,5.0,PROMOTOR,0.0339
450,Masculino,0.0,0.0,2.0,5.0,Operaciones,2.46875,2.5,2.583333333,3.0,2.8,3.0,DETRACTOR,0.0983
451,Femenino,1.0,0.0,2.0,2.0,Operaciones,3.96875,4.0,4.083333333,3.9444444439999997,4.4,4.5,PROMOTOR,0.1445
454,Masculino,2.0,2.0,2.0,1.0,Operaciones,3.0,3.066666667,2.958333333,2.9444444439999997,2.9,3.0,DETRACTOR,0.0222
455,Masculino,4.0,0.0,2.0,4.0,Operaciones,2.75,3.266666667,2.916666667,3.4444444439999997,2.2,1.0,DETRACTOR,0.0025
456,Masculino,0.0,3.0,2.0,0.0,Operaciones,4.21875,3.866666667,3.958333333,4.166666667,3.85,4.5,PROMOTOR,0.1842
457,Masculino,2.0,0.0,2.0,0.0,Operaciones,4.375,4.166666667,4.75,4.833333333,4.55,5.0,PROMOTOR,0.9345
458,Masculino,3.0,2.0,2.0,3.0,Operaciones,4.75,4.666666667,4.75,4.8888888889999995,4.85,5.0,PROMOTOR,0.5844
459,Masculino,2.0,1.0,2.0,1.0,Operaciones,4.28125,4.166666667,4.791666667,4.722222222,4.7,5.0,PROMOTOR,0.522
460,Masculino,1.0,0.0,2.0,1.0,Operaciones,3.0625,2.866666667,2.666666667,2.555555556,3.4,1.0,DETRACTOR,0.2566
462,Masculino,3.0,3.0,2.0,3.0,Operaciones,2.84375,2.633333333,2.75,3.722222222,2.2,4.0,DETRACTOR,0.0436
464,Masculino,1.0,1.0,2.0,0.0,Operaciones,3.96875,4.033333333,4.166666667,4.1111111110000005,4.25,4.5,PROMOTOR,0.9627
465,Masculino,2.0,0.0,2.0,0.0,Operaciones,3.0625,2.766666667,3.083333333,3.666666667,2.8,3.0,DETRACTOR,0.0408
467,Masculino,3.0,0.0,2.0,5.0,Operaciones,3.3125,2.866666667,3.458333333,3.888888889,3.2,3.5,DETRACTOR,0.3233
468,Masculino,1.0,1.0,2.0,0.0,Operaciones,5.0,5.0,5.0,5.0,5.0,5.0,PROMOTOR,0.9089
469,Masculino,1.0,1.0,2.0,1.0,Operaciones,3.40625,3.3,3.125,3.5,3.05,4.0,DETRACTOR,0.5062
473,Masculino,3.0,1.0,2.0,3.0,Operaciones,4.15625,3.9,3.916666667,4.333333333,4.15,4.0,PROMOTOR,0.9097
474,Masculino,1.0,0.0,0.0,0.0,Operaciones,2.53125,3.0,3.083333333,3.4444444439999997,2.9,4.0,DETRACTOR,0.5574
479,Masculino,1.0,1.0,0.0,2.0,Operaciones,2.09375,2.066666667,2.375,1.388888889,1.8,1.0,DETRACTOR,0.4099
482,Masculino,2.0,0.0,0.0,3.0,Operaciones,3.03125,2.7,3.125,4.0,3.2,4.0,DETRACTOR,0.5204
483,Masculino,0.0,3.0,0.0,0.0,Operaciones,4.09375,4.3,3.916666667,4.333333333,4.4,4.5,PROMOTOR,0.4491
486,Masculino,1.0,1.0,0.0,1.0,Operaciones,3.875,4.166666667,3.875,4.333333333,4.25,5.0,PROMOTOR,0.3058
487,Masculino,1.0,2.0,0.0,0.0,Operaciones,3.875,3.933333333,4.166666667,4.3888888889999995,4.25,4.5,PROMOTOR,0.707
490,Masculino,1.0,0.0,0.0,0.0,Operaciones,2.46875,3.1,2.833333333,3.5,3.5,5.0,DETRACTOR,0.1734
494,Masculino,1.0,1.0,0.0,1.0,Operaciones,3.78125,3.933333333,3.875,3.833333333,4.0,5.0,PROMOTOR,0.7369
497,Masculino,0.0,3.0,0.0,0.0,Operaciones,3.5625,3.6,3.375,3.388888889,3.4,3.0,DETRACTOR,0.0112
499,Masculino,0.0,2.0,0.0,1.0,Operaciones,2.3125,2.066666667,1.875,1.7222222219999999,2.45,3.5,DETRACTOR,0.432
501,Masculino,1.0,1.0,0.0,3.0,Operaciones,2.28125,2.133333333,2.541666667,3.5555555560000003,2.85,3.5,DETRACTOR,0.2489
503,Masculino,2.0,1.0,4.0,3.0,Operaciones,4.34375,4.533333333,4.375,4.6111111110000005,4.7,5.0,PROMOTOR,0.7435
507,Femenino,2.0,2.0,4.0,3.0,Operaciones,2.8125,3.2,3.458333333,3.611111111,3.45,4.0,DETRACTOR,0.0524
512,Masculino,3.0,3.0,4.0,2.0,Operaciones,4.96875,4.9,4.916666667,5.0,4.85,5.0,PROMOTOR,0.7125
513,Masculino,2.0,1.0,4.0,3.0,Operaciones,4.21875,4.366666667,3.583333333,4.055555556,4.5,5.0,PROMOTOR,0.3112
515,Masculino,2.0,2.0,4.0,0.0,Operaciones,1.8125,1.8666666669999998,1.4166666669999999,1.333333333,2.0,1.0,DETRACTOR,0.0238
516,Femenino,4.0,4.0,3.0,5.0,Operaciones,4.65625,4.266666667,4.583333333,4.833333333,4.85,5.0,PROMOTOR,0.5119
519,Femenino,0.0,3.0,0.0,1.0,Operaciones,3.28125,3.266666667,3.083333333,3.111111111,3.4,3.0,DETRACTOR,0.5635
520,Masculino,1.0,1.0,0.0,1.0,Operaciones,4.0,4.3,4.333333333,4.166666667,4.55,4.0,PROMOTOR,0.1557
521,Masculino,2.0,1.0,0.0,1.0,Operaciones,4.25,4.333333333,4.583333333,4.722222222,4.35,5.0,PROMOTOR,0.8591
522,Masculino,1.0,1.0,0.0,1.0,Operaciones,3.84375,4.4,4.041666667,4.1111111110000005,4.65,5.0,PROMOTOR,0.576
524,Masculino,1.0,2.0,0.0,1.0,Operaciones,2.96875,3.066666667,2.958333333,3.388888889,3.5,3.5,DETRACTOR,0.9301
525,Masculino,1.0,1.0,0.0,2.0,Operaciones,4.78125,4.766666667,4.333333333,4.3888888889999995,4.7,5.0,PROMOTOR,0.7791
526,Femenino,1.0,1.0,0.0,0.0,Operaciones,4.46875,4.4,4.375,4.444444444,4.45,5.0,PROMOTOR,0.5306
527,Masculino,0.0,2.0,0.0,1.0,Operaciones,4.46875,4.133333333,4.25,4.3888888889999995,4.55,5.0,PROMOTOR,0.9544
528,Masculino,2.0,1.0,0.0,0.0,Operaciones,5.0,4.866666667,4.791666667,5.0,4.9,5.0,PROMOTOR,0.5051
529,Femenino,1.0,1.0,0.0,3.0,Operaciones,4.90625,4.833333333,4.458333333,4.944444444,5.0,5.0,PROMOTOR,0.407
533,Femenino,1.0,2.0,0.0,2.0,Operaciones,5.0,4.666666667,4.625,5.0,5.0,5.0,PROMOTOR,0.5568
535,Femenino,2.0,1.0,0.0,3.0,Operaciones,4.53125,4.3,4.458333333,4.722222222,4.5,5.0,PROMOTOR,0.6777
536,Femenino,0.0,1.0,0.0,0.0,Operaciones,4.53125,4.366666667,4.5,4.722222222,4.65,4.5,PROMOTOR,0.4608
537,Masculino,0.0,0.0,0.0,0.0,Operaciones,4.0,4.166666667,4.25,4.055555556,4.7,5.0,PROMOTOR,0.7755
538,Masculino,1.0,3.0,0.0,2.0,Operaciones,3.1875,3.4666666669999997,3.333333333,3.166666667,3.4,3.5,DETRACTOR,0.0005
539,Masculino,2.0,0.0,0.0,2.0,Operaciones,4.78125,4.666666667,4.583333333,5.0,5.0,5.0,PROMOTOR,0.4549
541,Masculino,2.0,1.0,0.0,2.0,Operaciones,4.125,4.433333333,4.291666667,4.5,4.6,5.0,PROMOTOR,0.0355
543,Masculino,1.0,1.0,0.0,3.0,Operaciones,4.03125,4.033333333,3.833333333,4.166666667,4.2,4.5,PROMOTOR,0.8119
545,Masculino,1.0,3.0,0.0,1.0,Operaciones,3.5625,3.9,4.166666667,4.6111111110000005,4.55,5.0,PROMOTOR,0.8092
546,Femenino,0.0,3.0,0.0,0.0,Operaciones,4.78125,4.933333333,4.916666667,4.8888888889999995,4.9,5.0,PROMOTOR,0.4715
547,Masculino,1.0,0.0,0.0,0.0,Operaciones,4.25,4.6,4.083333333,4.3888888889999995,4.5,5.0,PROMOTOR,0.3675
548,Masculino,0.0,0.0,0.0,0.0,Operaciones,4.625,4.666666667,4.875,4.722222222,4.75,5.0,PROMOTOR,0.0599
549,Masculino,2.0,3.0,0.0,2.0,Operaciones,5.0,5.0,5.0,5.0,5.0,5.0,PROMOTOR,0.9347
550,Masculino,1.0,2.0,0.0,3.0,Operaciones,4.28125,4.333333333,4.333333333,4.5,4.45,5.0,PROMOTOR,0.9199
554,Masculino,1.0,1.0,0.0,0.0,Operaciones,4.625,4.666666667,4.666666667,4.666666667,4.45,5.0,PROMOTOR,0.5575
555,Masculino,1.0,0.0,0.0,2.0,Operaciones,4.6875,4.633333333,4.5,4.777777778,4.75,5.0,PROMOTOR,0.8495
557,Masculino,1.0,0.0,0.0,2.0,Operaciones,3.96875,4.1,3.875,4.1111111110000005,4.45,4.5,PROMOTOR,0.9492
558,Masculino,1.0,3.0,0.0,1.0,Operaciones,4.8125,4.7,4.166666667,5.0,4.9,5.0,PROMOTOR,0.6375
561,Masculino,1.0,1.0,0.0,2.0,Operaciones,2.75,2.9,2.791666667,2.888888889,3.0,3.0,DETRACTOR,0.7656
562,Femenino,1.0,2.0,0.0,3.0,Operaciones,2.5,2.433333333,2.208333333,2.833333333,2.65,3.0,DETRACTOR,0.7359
563,Femenino,1.0,3.0,0.0,2.0,Operaciones,4.03125,3.9666666669999997,3.833333333,4.6111111110000005,4.35,4.5,PROMOTOR,0.3643
564,Masculino,1.0,0.0,0.0,2.0,Operaciones,3.65625,4.033333333,3.875,4.277777778,4.15,4.5,PROMOTOR,0.8394
565,Femenino,1.0,3.0,0.0,1.0,Operaciones,4.5,4.566666667,4.708333333,4.444444444,4.55,5.0,PROMOTOR,0.5735
566,Femenino,2.0,0.0,4.0,3.0,Operaciones,4.125,3.5333333330000003,3.958333333,4.166666667,4.15,5.0,PROMOTOR,0.0572
568,Masculino,1.0,1.0,0.0,0.0,Operaciones,4.625,4.366666667,4.708333333,4.555555556,4.7,5.0,PROMOTOR,0.2727
569,Masculino,1.0,3.0,0.0,1.0,Operaciones,4.15625,4.066666667,3.833333333,4.0,4.45,4.0,PROMOTOR,0.913
572,Masculino,0.0,3.0,0.0,0.0,Operaciones,4.40625,4.433333333,4.166666667,4.555555556,4.4,5.0,PROMOTOR,0.4753
573,Femenino,1.0,2.0,0.0,1.0,Operaciones,4.71875,4.8,4.833333333,4.833333333,4.85,5.0,PROMOTOR,0.855
575,Masculino,1.0,0.0,0.0,2.0,Operaciones,3.3125,2.9,3.0,2.9444444439999997,3.5,4.0,DETRACTOR,0.5252
576,Masculino,1.0,0.0,0.0,1.0,Operaciones,4.5625,4.7,4.333333333,4.833333333,4.9,5.0,PROMOTOR,0.4829
578,Masculino,1.0,0.0,0.0,2.0,Operaciones,4.03125,4.2,3.875,4.055555556,4.2,4.0,PROMOTOR,0.0321
581,Femenino,2.0,3.0,0.0,2.0,Operaciones,4.28125,4.4,4.125,4.333333333,4.35,5.0,PROMOTOR,0.871
582,Masculino,1.0,3.0,0.0,1.0,Operaciones,2.4375,2.933333333,2.041666667,2.833333333,2.5,3.0,DETRACTOR,0.1361
583,Masculino,4.0,2.0,4.0,1.0,Operaciones,4.75,4.666666667,5.0,5.0,4.8,5.0,PROMOTOR,0.0629
585,Masculino,2.0,2.0,4.0,3.0,Operaciones,3.96875,4.066666667,4.0,4.444444444,4.05,4.0,PROMOTOR,0.052
588,Femenino,2.0,1.0,1.0,5.0,Administracion,3.9375,3.933333333,3.541666667,3.4444444439999997,3.75,5.0,PROMOTOR,0.9393
590,Masculino,3.0,3.0,1.0,2.0,Operaciones,4.03125,4.066666667,3.833333333,4.166666667,4.05,4.0,PROMOTOR,0.2301
592,Masculino,3.0,1.0,1.0,0.0,Operaciones,3.09375,3.0333333330000003,2.958333333,3.0,3.1,3.0,DETRACTOR,0.0218
593,Masculino,1.0,0.0,1.0,0.0,Operaciones,4.25,4.733333333,4.125,4.444444444,4.7,5.0,PROMOTOR,0.6401
596,Masculino,1.0,2.0,1.0,0.0,Operaciones,4.9375,4.733333333,5.0,5.0,5.0,5.0,PROMOTOR,0.7307
597,Masculino,3.0,2.0,1.0,3.0,Operaciones,3.875,4.066666667,4.083333333,4.444444444,4.2,5.0,PROMOTOR,0.3149
600,Masculino,2.0,1.0,1.0,2.0,Operaciones,2.875,2.733333333,2.833333333,3.222222222,3.05,3.0,DETRACTOR,0.4477
604,Masculino,1.0,1.0,1.0,0.0,Operaciones,3.15625,3.166666667,3.083333333,2.888888889,2.9,3.0,DETRACTOR,0.001
605,Femenino,1.0,1.0,1.0,2.0,Operaciones,3.03125,2.666666667,3.166666667,3.722222222,3.35,4.0,DETRACTOR,0.5553
606,Femenino,1.0,1.0,1.0,1.0,Operaciones,4.40625,4.066666667,4.333333333,4.5,4.35,4.0,PROMOTOR,0.9885
608,Masculino,2.0,1.0,1.0,3.0,Operaciones,4.21875,4.333333333,3.5,4.277777778,4.2,5.0,PROMOTOR,0.809
609,Femenino,1.0,2.0,1.0,1.0,Operaciones,4.3125,3.9666666669999997,4.166666667,4.555555556,4.5,4.0,PROMOTOR,0.4519
610,Femenino,1.0,3.0,1.0,0.0,Operaciones,1.8125,1.6,1.8333333330000001,1.333333333,1.5,1.0,DETRACTOR,0.521
612,Femenino,1.0,1.0,1.0,0.0,Operaciones,4.875,4.833333333,4.916666667,4.6111111110000005,4.8,5.0,PROMOTOR,0.1299
613,Masculino,1.0,3.0,1.0,0.0,Operaciones,4.40625,4.266666667,4.5,4.555555556,4.55,5.0,PROMOTOR,0.3454
614,Masculino,1.0,1.0,1.0,0.0,Operaciones,3.03125,3.333333333,3.208333333,3.833333333,3.75,4.0,DETRACTOR,0.3127
615,Femenino,2.0,1.0,1.0,0.0,Operaciones,4.625,4.8,4.458333333,4.666666667,4.85,5.0,PROMOTOR,0.8448
616,Femenino,1.0,0.0,1.0,2.0,Operaciones,4.25,4.5,4.666666667,4.8888888889999995,4.65,5.0,PROMOTOR,0.5718
618,Masculino,1.0,1.0,1.0,0.0,Operaciones,4.21875,4.2,4.375,4.222222222,4.5,5.0,PROMOTOR,0.9743
620,Femenino,3.0,4.0,4.0,5.0,Operaciones,4.9375,5.0,5.0,4.8888888889999995,4.95,5.0,PROMOTOR,0.7796
622,Masculino,1.0,3.0,4.0,0.0,Operaciones,4.59375,4.8,4.875,4.6111111110000005,4.65,5.0,PROMOTOR,0.3303
623,Femenino,2.0,2.0,4.0,3.0,Operaciones,4.1875,4.5,4.25,4.333333333,4.45,5.0,PROMOTOR,0.7002
624,Masculino,1.0,5.0,4.0,0.0,Operaciones,4.875,4.4,4.666666667,4.722222222,4.65,4.0,PROMOTOR,0.2349
625,Femenino,1.0,2.0,3.0,0.0,Operaciones,3.96875,4.266666667,4.083333333,4.1111111110000005,4.4,5.0,PROMOTOR,0.9768
627,Masculino,0.0,2.0,3.0,0.0,Operaciones,2.8125,2.066666667,2.333333333,3.333333333,3.05,3.0,DETRACTOR,0.5211
628,Femenino,1.0,2.0,3.0,1.0,Operaciones,3.3125,3.7,3.625,3.611111111,3.75,3.0,DETRACTOR,0.919
631,Femenino,1.0,2.0,3.0,0.0,Operaciones,3.90625,3.933333333,3.541666667,4.3888888889999995,4.15,5.0,PROMOTOR,0.9338
634,Femenino,1.0,4.0,3.0,0.0,Operaciones,2.9375,3.066666667,2.791666667,4.166666667,3.25,3.0,DETRACTOR,0.8726
635,Femenino,1.0,3.0,3.0,1.0,Operaciones,4.4375,4.0,4.25,4.3888888889999995,4.1,5.0,PROMOTOR,0.0848
636,Femenino,0.0,1.0,3.0,0.0,Operaciones,4.5625,4.666666667,4.541666667,4.3888888889999995,4.4,5.0,PROMOTOR,0.6767
637,Femenino,1.0,4.0,3.0,1.0,Operaciones,3.25,3.1,2.541666667,2.833333333,3.4,3.0,DETRACTOR,0.0025
638,Femenino,1.0,3.0,3.0,0.0,Operaciones,4.9375,5.0,5.0,5.0,5.0,5.0,PROMOTOR,0.661
640,Femenino,1.0,3.0,3.0,0.0,Operaciones,4.125,4.066666667,4.083333333,4.333333333,4.1,4.0,PROMOTOR,0.3117
642,Masculino,1.0,2.0,0.0,0.0,Operaciones,4.59375,4.8,4.583333333,4.555555556,4.75,5.0,PROMOTOR,0.8142
645,Masculino,1.0,0.0,0.0,3.0,Operaciones,2.375,1.9333333330000002,2.125,2.277777778,2.0,2.0,DETRACTOR,0.2647
647,Femenino,1.0,1.0,0.0,1.0,Operaciones,2.46875,3.1,2.875,3.388888889,3.15,2.0,DETRACTOR,0.6231
650,Masculino,2.0,1.0,4.0,4.0,Operaciones,5.0,4.666666667,4.833333333,5.0,5.0,5.0,PROMOTOR,0.8306
651,Masculino,2.0,4.0,4.0,4.0,Operaciones,3.84375,4.066666667,4.0,4.777777778,4.5,4.0,PROMOTOR,0.8773
652,Masculino,1.0,1.0,4.0,3.0,Operaciones,5.0,5.0,5.0,5.0,5.0,5.0,PROMOTOR,0.0041
655,Femenino,2.0,2.0,3.0,4.0,Operaciones,4.875,4.766666667,4.458333333,4.944444444,4.85,5.0,PROMOTOR,0.6153
656,Femenino,2.0,2.0,3.0,1.0,Operaciones,4.0625,4.6,4.0,4.5,4.6,5.0,PROMOTOR,0.1532
659,Masculino,1.0,4.0,3.0,0.0,Operaciones,4.84375,4.9,4.75,4.722222222,4.8,5.0,PROMOTOR,0.5607
660,Masculino,1.0,4.0,3.0,0.0,Operaciones,4.0625,3.9666666669999997,4.125,4.1111111110000005,4.3,4.0,PROMOTOR,0.3702
664,Masculino,4.0,4.0,4.0,4.0,Operaciones,4.03125,4.2,4.416666667,3.666666667,3.9,4.5,PROMOTOR,0.9822
665,Masculino,2.0,2.0,4.0,4.0,Operaciones,4.28125,4.266666667,4.125,4.6111111110000005,4.45,5.0,PROMOTOR,0.309
666,Masculino,4.0,2.0,0.0,3.0,Operaciones,3.1875,3.666666667,3.166666667,3.833333333,3.4,2.0,DETRACTOR,0.2961
669,Masculino,2.0,0.0,0.0,4.0,Operaciones,2.65625,2.9666666669999997,2.75,3.222222222,3.4,3.0,DETRACTOR,0.2618
670,Masculino,2.0,1.0,0.0,4.0,Operaciones,2.90625,2.8,2.458333333,4.166666667,3.45,4.0,DETRACTOR,0.6378
674,Femenino,1.0,3.0,4.0,0.0,Operaciones,4.625,4.366666667,4.666666667,4.8888888889999995,4.8,5.0,PROMOTOR,0.7972
677,Masculino,1.0,3.0,3.0,1.0,Operaciones,4.34375,4.666666667,4.333333333,4.777777778,4.7,5.0,PROMOTOR,0.8457
679,Masculino,2.0,1.0,0.0,0.0,Operaciones,5.0,5.0,4.333333333,5.0,5.0,5.0,PROMOTOR,0.1057
682,Masculino,2.0,2.0,4.0,2.0,Operaciones,3.65625,4.066666667,3.916666667,4.6111111110000005,4.25,4.0,PROMOTOR,0.1459
683,Masculino,1.0,4.0,3.0,0.0,Operaciones,3.25,3.0333333330000003,3.083333333,3.611111111,3.1,3.0,DETRACTOR,0.0214
684,Masculino,1.0,4.0,1.0,1.0,Operaciones,1.53125,1.6333333330000002,1.5833333330000001,2.333333333,2.15,3.0,DETRACTOR,0.4803
